sequenceID	genotype	subtype	gb_isolate	gb_country_short	gb_place_sampled	gb_collection_year	gb_collection_month	gb_collection_month_day	gb_lab_construct	gb_host	gb_pubmed_id
JF721027	6	a	SW78	China	-	-	-	-	false	Homo sapiens	22253686
JF721028	6	a	SW81-1	China	-	-	-	-	false	Homo sapiens	22253686
JF721029	6	a	SW85	China	-	-	-	-	false	Homo sapiens	22253686
JF721030	6	a	SW86	China	-	-	-	-	false	Homo sapiens	22253686
JF721031	6	a	SW90	China	-	-	-	-	false	Homo sapiens	22253686
JF721032	6	a	SW92	China	-	-	-	-	false	Homo sapiens	22253686
JF721033	6	a	SW93	China	-	-	-	-	false	Homo sapiens	22253686
JF721034	6	a	SW96	China	-	-	-	-	false	Homo sapiens	22253686
JF721035	6	a	SW97	China	-	-	-	-	false	Homo sapiens	22253686
JF721036	6	a	TV463	Vietnam	-	-	-	-	false	Homo sapiens	22253686
JF721037	6	a	TV470	Vietnam	-	-	-	-	false	Homo sapiens	22253686
JF721038	6	a	TV472	Vietnam	-	-	-	-	false	Homo sapiens	22253686
JF721039	6	a	TV475	Vietnam	-	-	-	-	false	Homo sapiens	22253686
JF721040	6	a	TV477	Vietnam	-	-	-	-	false	Homo sapiens	22253686
JF721041	6	a	TV487	Vietnam	-	-	-	-	false	Homo sapiens	22253686
JF721042	6	a	TV491	Vietnam	-	-	-	-	false	Homo sapiens	22253686
JF721043	6	a	TV517	Vietnam	-	-	-	-	false	Homo sapiens	22253686
JF721044	6	a	TV525	Vietnam	-	-	-	-	false	Homo sapiens	22253686
JF721045	6	a	TV529	Vietnam	-	-	-	-	false	Homo sapiens	22253686
JF721046	6	a	TV531	Vietnam	-	-	-	-	false	Homo sapiens	22253686
JF721047	6	a	TV547	Vietnam	-	-	-	-	false	Homo sapiens	22253686
JF721048	6	a	TV551	Vietnam	-	-	-	-	false	Homo sapiens	22253686
JF721049	6	a	TV559	Vietnam	-	-	-	-	false	Homo sapiens	22253686
JF721050	6	a	TV563	Vietnam	-	-	-	-	false	Homo sapiens	22253686
JF721051	6	a	TV564	Vietnam	-	-	-	-	false	Homo sapiens	22253686
JF721052	6	a	TV569	Vietnam	-	-	-	-	false	Homo sapiens	22253686
JF721053	6	a	TV571	Vietnam	-	-	-	-	false	Homo sapiens	22253686
JF721054	6	a	TV574	Vietnam	-	-	-	-	false	Homo sapiens	22253686
JF721055	6	a	TV578	Vietnam	-	-	-	-	false	Homo sapiens	22253686
JF721056	6	a	TV585	Vietnam	-	-	-	-	false	Homo sapiens	22253686
JF721057	6	a	TV589	Vietnam	-	-	-	-	false	Homo sapiens	22253686
JF721058	6	a	CS4	China	-	-	-	-	false	Homo sapiens	22253686
JF721059	6	a	CS46	China	-	-	-	-	false	Homo sapiens	22253686
JF721060	6	a	FJ11	China	-	-	-	-	false	Homo sapiens	22253686
JF721061	6	a	FJ12	China	-	-	-	-	false	Homo sapiens	22253686
JF721062	6	a	FJ16	China	-	-	-	-	false	Homo sapiens	22253686
JF721063	6	a	FJ19	China	-	-	-	-	false	Homo sapiens	22253686
JF721064	6	a	FJ6	China	-	-	-	-	false	Homo sapiens	22253686
JF721065	6	a	GX1	China	-	-	-	-	false	Homo sapiens	22253686
JF721066	6	a	GX10	China	-	-	-	-	false	Homo sapiens	22253686
JF721067	6	a	GX7	China	-	-	-	-	false	Homo sapiens	22253686
JF721068	6	a	HB60	China	-	-	-	-	false	Homo sapiens	22253686
JF721069	6	a	HN17	China	-	-	-	-	false	Homo sapiens	22253686
JF721070	6	a	HN3	China	-	-	-	-	false	Homo sapiens	22253686
JF721071	6	a	HZ4	China	-	-	-	-	false	Homo sapiens	22253686
JF721072	6	a	HZ5	China	-	-	-	-	false	Homo sapiens	22253686
JF721073	6	a	JX17	China	-	-	-	-	false	Homo sapiens	22253686
JF721074	6	a	KM15	China	-	-	-	-	false	Homo sapiens	22253686
JF721075	6	a	KM3	China	-	-	-	-	false	Homo sapiens	22253686
JF721076	6	a	KM42	China	-	-	-	-	false	Homo sapiens	22253686
JF721077	6	a	XA23	China	-	-	-	-	false	Homo sapiens	22253686
JF721078	6	a	XA50	China	-	-	-	-	false	Homo sapiens	22253686
JF721079	6	a	XJ6	China	-	-	-	-	false	Homo sapiens	22253686
JQ303354	6	a	10jsszIDU120	China	-	2010	-	-	false	Homo sapiens	22595306
JQ303355	6	n	10jsszIDU116	China	-	2010	-	-	false	Homo sapiens	22595306
JQ303357	6	a	11jsszIDU034	China	-	2011	-	-	false	Homo sapiens	22595306
JQ303358	6	a	11jsszIDU033	China	-	2011	-	-	false	Homo sapiens	22595306
JQ303362	6	a	11jsszIDU029	China	-	2011	-	-	false	Homo sapiens	22595306
JQ303368	6	xa	11jsszIDU021	China	-	2011	-	-	false	Homo sapiens	22595306
JQ303372	6	a	11jsszIDU016	China	-	2011	-	-	false	Homo sapiens	22595306
JQ303375	6	n	11jsszIDU013	China	-	2011	-	-	false	Homo sapiens	22595306
JQ303379	6	a	11jsszIDU009	China	-	2011	-	-	false	Homo sapiens	22595306
JQ303380	6	a	11jsszIDU008	China	-	2011	-	-	false	Homo sapiens	22595306
JQ303381	6	n	11jsszIDU007	China	-	2011	-	-	false	Homo sapiens	22595306
JQ303382	6	a	11jsszIDU006	China	-	2011	-	-	false	Homo sapiens	22595306
JQ303384	6	n	11jsszIDU004	China	-	2011	-	-	false	Homo sapiens	22595306
JQ303385	6	n	11jsszIDU003	China	-	2011	-	-	false	Homo sapiens	22595306
JQ303386	6	n	11jsszIDU002	China	-	2011	-	-	false	Homo sapiens	22595306
JQ303425	6	a	11jsszGP039	China	-	2011	-	-	false	Homo sapiens	22595306
JQ303428	6	a	10jsszIDU157	China	-	2010	-	-	false	Homo sapiens	22595306
JQ303430	6	a	10jsszIDU154	China	-	2010	-	-	false	Homo sapiens	22595306
JQ303431	6	a	10jsszIDU151.7	China	-	2010	-	-	false	Homo sapiens	22595306
JQ303433	6	a	10jsszIDU151.5	China	-	2010	-	-	false	Homo sapiens	22595306
JQ303434	6	a	10jsszIDU151.20	China	-	2010	-	-	false	Homo sapiens	22595306
JQ303435	6	a	10jsszIDU151.18	China	-	2010	-	-	false	Homo sapiens	22595306
JQ303436	6	a	10jsszIDU151.16	China	-	2010	-	-	false	Homo sapiens	22595306
JQ303437	6	a	10jsszIDU151.11	China	-	2010	-	-	false	Homo sapiens	22595306
JQ303438	6	a	10jsszIDU151.10	China	-	2010	-	-	false	Homo sapiens	22595306
JQ303439	6	a	10jsszIDU151.1	China	-	2010	-	-	false	Homo sapiens	22595306
JQ303442	6	a	10jsszIDU148	China	-	2010	-	-	false	Homo sapiens	22595306
JQ303447	6	a	10jsszIDU136	China	-	2010	-	-	false	Homo sapiens	22595306
JQ303453	6	n	10jsszIDU125	China	-	2010	-	-	false	Homo sapiens	22595306
JQ303460	6	a	10jsszIDU115	China	-	2010	-	-	false	Homo sapiens	22595306
JQ303467	6	a	10jsszIDU103	China	-	2010	-	-	false	Homo sapiens	22595306
JQ303469	6	a	10jsszIDU100	China	-	2010	-	-	false	Homo sapiens	22595306
JQ303471	6	a	10jsszIDU098	China	-	2010	-	-	false	Homo sapiens	22595306
JQ303473	6	a	10jsszIDU096	China	-	2010	-	-	false	Homo sapiens	22595306
JQ303476	6	a	10jsszIDU091	China	-	2010	-	-	false	Homo sapiens	22595306
JQ303479	6	a	10jsszIDU084	China	-	2010	-	-	false	Homo sapiens	22595306
JQ303482	6	n	10jsszIDU081	China	-	2010	-	-	false	Homo sapiens	22595306
JQ303495	6	a	10jsszGP028	China	-	2010	-	-	false	Homo sapiens	22595306
JQ303508	6	n	10jsszGP005	China	-	2010	-	-	false	Homo sapiens	22595306
JQ303539	6	a	10jsszGP003	China	-	2010	-	-	false	Homo sapiens	22595306
JQ303540	6	a	10jsszGP040	China	-	2010	-	-	false	Homo sapiens	22595306
JQ303547	6	n	11jsszIDU007	China	-	2011	-	-	false	Homo sapiens	22595306
JQ303548	6	n	11jsszIDU013	China	-	2011	-	-	false	Homo sapiens	22595306
JQ303549	6	n	11jsszIDU002	China	-	2011	-	-	false	Homo sapiens	22595306
JQ303550	6	n	11jsszIDU004	China	-	2011	-	-	false	Homo sapiens	22595306
JQ303551	6	n	10jsszIDU125	China	-	2010	-	-	false	Homo sapiens	22595306
JQ303552	6	n	10jsszIDU116	China	-	2010	-	-	false	Homo sapiens	22595306
JQ303553	6	n	11jsszIDU003	China	-	2010	-	-	false	Homo sapiens	22595306
JQ303554	6	n	10jsszIDU081	China	-	2010	-	-	false	Homo sapiens	22595306
JQ303555	6	xa	11jsszIDU021	China	-	2011	-	-	false	Homo sapiens	22595306
JQ303556	6	a	11jsszIDU009	China	-	2011	-	-	false	Homo sapiens	22595306
JQ303557	6	a	10jsszIDU154	China	-	2010	-	-	false	Homo sapiens	22595306
JQ303558	6	a	11jsszGP039	China	-	2011	-	-	false	Homo sapiens	22595306
JQ303559	6	a	10jsszIDU096	China	-	2010	-	-	false	Homo sapiens	22595306
JQ303560	6	a	10jsszIDU091	China	-	2010	-	-	false	Homo sapiens	22595306
JQ303561	6	a	11jsszIDU033	China	-	2011	-	-	false	Homo sapiens	22595306
JQ303562	6	a	11jsszIDU026	China	-	2011	-	-	false	Homo sapiens	22595306
JQ303563	6	a	11jsszIDU006	China	-	2011	-	-	false	Homo sapiens	22595306
JQ303564	6	a	10jsszIDU157	China	-	2010	-	-	false	Homo sapiens	22595306
JQ303565	6	a	10jsszIDU100	China	-	2010	-	-	false	Homo sapiens	22595306
JQ303566	6	a	10jsszIDU115	China	-	2010	-	-	false	Homo sapiens	22595306
JQ303567	6	a	10jsszIDU120	China	-	2010	-	-	false	Homo sapiens	22595306
JQ303568	6	a	10jsszIDU098	China	-	2010	-	-	false	Homo sapiens	22595306
JQ303569	6	a	11jsszIDU008	China	-	2011	-	-	false	Homo sapiens	22595306
JQ303570	6	a	10jsszIDU084	China	-	2010	-	-	false	Homo sapiens	22595306
JQ303571	6	a	10jsszIDU103	China	-	2010	-	-	false	Homo sapiens	22595306
JQ341409	6	a	IR-RIGLD-FSM167	Iran	-	2011	MAY	14	false	-	24838700
JX183549	6	-	KM35	China	Kunming, Yunnan	-	-	-	false	Homo sapiens	23015745
JX183550	6	-	QC273	Canada	-	-	-	-	false	Homo sapiens	23015745
JX183551	6	-	TV257	Vietnam	Ho Chi Minh City	-	-	-	false	Homo sapiens	23015745
JX183552	6	xb	TV476	Vietnam	Ho Chi Minh City	-	-	-	false	Homo sapiens	23015745
JX183553	6	-	TV533	Vietnam	Ho Chi Minh City	-	-	-	false	Homo sapiens	23015745
JX183554	6	-	L349	Lao	Vientiane	-	-	-	false	Homo sapiens	23015745
JX183555	6	l	TV317	Vietnam	Ho Chi Minh City	-	-	-	false	Homo sapiens	23015745
JX183556	6	l	TV494	Vietnam	Ho Chi Minh City	-	-	-	false	Homo sapiens	23015745
JX183557	6	xe	DH027	China	Dehong City, Yunnan	-	-	-	false	Homo sapiens	23015745
JX183558	6	-	QC271	Canada	-	-	-	-	false	Homo sapiens	23015745
JX522171	6	a	GZ822	China	-	2009	NOV	1	false	Homo sapiens	23285053
JX676774	6	a	ZS100	China	-	-	-	-	false	Homo sapiens	23986603
JX676776	6	a	ZS102	China	-	-	-	-	false	Homo sapiens	23986603
JX676784	6	a	ZS110	China	-	-	-	-	false	Homo sapiens	23986603
JX676790	6	a	ZS117	China	-	-	-	-	false	Homo sapiens	23986603
JX676796	6	a	ZS122	China	-	-	-	-	false	Homo sapiens	23986603
JX676797	6	a	ZS123	China	-	-	-	-	false	Homo sapiens	23986603
JX676799	6	a	ZS126	China	-	-	-	-	false	Homo sapiens	23986603
JX676819	6	a	ZS150	China	-	-	-	-	false	Homo sapiens	23986603
JX676822	6	a	ZS153	China	-	-	-	-	false	Homo sapiens	23986603
JX676827	6	a	ZS158	China	-	-	-	-	false	Homo sapiens	23986603
JX676833	6	a	ZS163	China	-	-	-	-	false	Homo sapiens	23986603
JX676853	6	a	ZS182	China	-	-	-	-	false	Homo sapiens	23986603
JX676857	6	a	ZS187	China	-	-	-	-	false	Homo sapiens	23986603
JX676860	6	a	ZS190	China	-	-	-	-	false	Homo sapiens	23986603
JX676865	6	a	ZS196	China	-	-	-	-	false	Homo sapiens	23986603
JX676867	6	a	ZS198	China	-	-	-	-	false	Homo sapiens	23986603
JX676873	6	-	ZS202	China	-	-	-	-	false	Homo sapiens	23986603
JX676876	6	a	ZS205	China	-	-	-	-	false	Homo sapiens	23986603
JX676879	6	a	ZS209	China	-	-	-	-	false	Homo sapiens	23986603
JX676882	6	e	ZS211	China	-	-	-	-	false	Homo sapiens	23986603
JX676889	6	a	ZS218	China	-	-	-	-	false	Homo sapiens	23986603
JX676890	6	a	ZS219	China	-	-	-	-	false	Homo sapiens	23986603
JX676892	6	a	ZS220	China	-	-	-	-	false	Homo sapiens	23986603
JX676893	6	a	ZS221	China	-	-	-	-	false	Homo sapiens	23986603
JX676898	6	a	ZS226	China	-	-	-	-	false	Homo sapiens	23986603
JX676911	6	a	ZS241	China	-	-	-	-	false	Homo sapiens	23986603
JX676913	6	a	ZS243	China	-	-	-	-	false	Homo sapiens	23986603
JX676917	6	e	ZS247	China	-	-	-	-	false	Homo sapiens	23986603
JX676927	6	a	ZS259	China	-	-	-	-	false	Homo sapiens	23986603
JX676936	6	a	ZS267	China	-	-	-	-	false	Homo sapiens	23986603
JX676937	6	a	ZS269	China	-	-	-	-	false	Homo sapiens	23986603
JX676946	6	a	ZS277	China	-	-	-	-	false	Homo sapiens	23986603
JX676948	6	a	ZS27	China	-	-	-	-	false	Homo sapiens	23986603
JX676952	6	a	ZS29	China	-	-	-	-	false	Homo sapiens	23986603
JX677023	6	e	ZS549	China	-	-	-	-	false	Homo sapiens	23986603
JX677162	6	-	ZS96	China	-	-	-	-	false	Homo sapiens	23986603
JX960977	6	a	-	China	-	2011	-	-	false	Homo sapiens	23226265
JX960979	6	a	-	China	-	2011	-	-	false	Homo sapiens	23226265
JX960980	6	a	-	China	-	2011	-	-	false	Homo sapiens	23226265
JX960981	6	e	-	China	-	2011	-	-	false	Homo sapiens	23226265
JX960984	6	a	-	China	-	2011	-	-	false	Homo sapiens	23226265
JX960985	6	e	-	China	-	2011	-	-	false	Homo sapiens	23226265
JX960991	6	a	-	China	-	2011	-	-	false	Homo sapiens	23226265
JX960993	6	a	-	China	-	2011	-	-	false	Homo sapiens	23226265
JX960996	6	n	-	China	-	2011	-	-	false	Homo sapiens	23226265
JX960999	6	a	-	China	-	2011	-	-	false	Homo sapiens	23226265
JX961001	6	a	-	China	-	2011	-	-	false	Homo sapiens	23226265
JX961004	6	a	-	China	-	2011	-	-	false	Homo sapiens	23226265
JX961009	6	e	-	China	-	2011	-	-	false	Homo sapiens	23226265
JX961011	6	a	-	China	-	2011	-	-	false	Homo sapiens	23226265
JX961013	6	a	-	China	-	2011	-	-	false	Homo sapiens	23226265
JX961014	6	a	-	China	-	2011	-	-	false	Homo sapiens	23226265
JX961015	6	a	-	China	-	2011	-	-	false	Homo sapiens	23226265
JX961016	6	e	-	China	-	2011	-	-	false	Homo sapiens	23226265
JX961017	6	a	-	China	-	2011	-	-	false	Homo sapiens	23226265
JX961022	6	a	-	China	-	2011	-	-	false	Homo sapiens	23226265
JX961024	6	a	-	China	-	2011	-	-	false	Homo sapiens	23226265
JX961031	6	a	-	China	-	2011	-	-	false	Homo sapiens	23226265
JX961033	6	a	-	China	-	2011	-	-	false	Homo sapiens	23226265
JX961034	6	a	-	China	-	2011	-	-	false	Homo sapiens	23226265
JX961035	6	a	-	China	-	2011	-	-	false	Homo sapiens	23226265
JX961036	6	a	-	China	-	2011	-	-	false	Homo sapiens	23226265
JX961037	6	a	-	China	-	2011	-	-	false	Homo sapiens	23226265
JX961038	6	e	-	China	-	2011	-	-	false	Homo sapiens	23226265
JX961043	6	a	-	China	-	2011	-	-	false	Homo sapiens	23226265
JX961046	6	a	-	China	-	2011	-	-	false	Homo sapiens	23226265
JX961048	6	xa	-	China	-	2011	-	-	false	Homo sapiens	23226265
JX961065	6	xa	-	China	-	2011	-	-	false	Homo sapiens	23226265
JX961162	6	n	-	China	-	2011	-	-	false	Homo sapiens	23226265
JX961171	6	xa	-	China	-	2011	-	-	false	Homo sapiens	23226265
JX961177	6	e	-	China	-	2011	-	-	false	Homo sapiens	23226265
JX961188	6	n	-	China	-	2011	-	-	false	Homo sapiens	23226265
JX961199	6	e	-	China	-	2011	-	-	false	Homo sapiens	23226265
JX961206	6	e	-	China	-	2011	-	-	false	Homo sapiens	23226265
JX961229	6	e	-	China	-	2011	-	-	false	Homo sapiens	23226265
JX961238	6	xa	-	China	-	2011	-	-	false	Homo sapiens	23226265
JX961255	6	xa	-	China	-	2011	-	-	false	Homo sapiens	23226265
JX961353	6	n	-	China	-	2011	-	-	false	Homo sapiens	23226265
JX961361	6	xa	-	China	-	2011	-	-	false	Homo sapiens	23226265
JX961364	6	a	-	China	-	2011	-	-	false	Homo sapiens	23226265
JX961366	6	a	-	China	-	2011	-	-	false	Homo sapiens	23226265
JX961367	6	a	-	China	-	2011	-	-	false	Homo sapiens	23226265
JX961368	6	e	-	China	-	2011	-	-	false	Homo sapiens	23226265
JX961371	6	a	-	China	-	2011	-	-	false	Homo sapiens	23226265
JX961372	6	e	-	China	-	2011	-	-	false	Homo sapiens	23226265
JX961376	6	a	-	China	-	2011	-	-	false	Homo sapiens	23226265
JX961378	6	a	-	China	-	2011	-	-	false	Homo sapiens	23226265
JX961380	6	a	-	China	-	2011	-	-	false	Homo sapiens	23226265
JX961383	6	n	-	China	-	2011	-	-	false	Homo sapiens	23226265
JX961386	6	a	-	China	-	2011	-	-	false	Homo sapiens	23226265
JX961388	6	a	-	China	-	2011	-	-	false	Homo sapiens	23226265
JX961393	6	e	-	China	-	2011	-	-	false	Homo sapiens	23226265
JX961395	6	a	-	China	-	2011	-	-	false	Homo sapiens	23226265
JX961397	6	a	-	China	-	2011	-	-	false	Homo sapiens	23226265
JX961398	6	a	-	China	-	2011	-	-	false	Homo sapiens	23226265
JX961399	6	a	-	China	-	2011	-	-	false	Homo sapiens	23226265
JX961400	6	e	-	China	-	2011	-	-	false	Homo sapiens	23226265
JX961401	6	a	-	China	-	2011	-	-	false	Homo sapiens	23226265
JX961407	6	a	-	China	-	2011	-	-	false	Homo sapiens	23226265
JX961409	6	a	-	China	-	2011	-	-	false	Homo sapiens	23226265
JX961414	6	a	-	China	-	2011	-	-	false	Homo sapiens	23226265
JX961416	6	a	-	China	-	2011	-	-	false	Homo sapiens	23226265
JX961417	6	a	-	China	-	2011	-	-	false	Homo sapiens	23226265
JX961418	6	a	-	China	-	2011	-	-	false	Homo sapiens	23226265
JX961419	6	a	-	China	-	2011	-	-	false	Homo sapiens	23226265
JX961420	6	e	-	China	-	2011	-	-	false	Homo sapiens	23226265
JX961425	6	a	-	China	-	2011	-	-	false	Homo sapiens	23226265
JX961428	6	xa	-	China	-	2011	-	-	false	Homo sapiens	23226265
JX961444	6	xa	-	China	-	2011	-	-	false	Homo sapiens	23226265
JX961540	6	n	-	China	-	2011	-	-	false	Homo sapiens	23226265
JX961548	6	xa	-	China	-	2011	-	-	false	Homo sapiens	23226265
KC191671	6	n	10MYKJ032	Malaysia	-	2010	-	-	false	Homo sapiens	23409272
KC285336	6	a	IR-RIGLD-FSM167	Iran	-	2011	MAY	14	false	Homo sapiens	24838700
KC408452	6	f	NU10	Thailand	-	-	-	-	false	Homo sapiens	-
KC408453	6	f	NU46	Thailand	-	-	-	-	false	Homo sapiens	-
KC408456	6	f	NU59	Thailand	-	-	-	-	false	Homo sapiens	-
KC408457	6	f	NU66	Thailand	-	-	-	-	false	Homo sapiens	-
KC408458	6	f	NU76	Thailand	-	-	-	-	false	Homo sapiens	-
KC408459	6	f	NU78	Thailand	-	-	-	-	false	Homo sapiens	-
KC408461	6	f	NU92	Thailand	-	-	-	-	false	Homo sapiens	-
KC408462	6	f	NU97	Thailand	-	-	-	-	false	Homo sapiens	-
KC408463	6	f	NU117	Thailand	-	-	-	-	false	Homo sapiens	-
KC408464	6	f	NU118	Thailand	-	-	-	-	false	Homo sapiens	-
KC408466	6	f	NU128	Thailand	-	-	-	-	false	Homo sapiens	-
KC441477	6	a	6aLZ-1	China	Liuzhou	2011	-	-	false	Homo sapiens	-
KC441478	6	a	6aLZ-2	China	Liuzhou	2011	-	-	false	Homo sapiens	-
KC441479	6	a	6aLZ-3	China	Liuzhou	2011	-	-	false	Homo sapiens	-
KC441480	6	a	6aLZ-4	China	Liuzhou	2010	-	-	false	Homo sapiens	-
KC441481	6	a	6aLZ-5	China	Liuzhou	2010	-	-	false	Homo sapiens	-
KC441482	6	a	6aLZ-6	China	Liuzhou	2010	-	-	false	Homo sapiens	-
KC441483	6	a	6aLZ-7	China	Liuzhou	2010	-	-	false	Homo sapiens	-
KC441484	6	a	6aLZ-8	China	Liuzhou	2010	-	-	false	Homo sapiens	-
KC441485	6	a	6aLZ-9	China	Liuzhou	2006	-	-	false	Homo sapiens	-
KC441486	6	a	6aLZ-10	China	Liuzhou	2006	-	-	false	Homo sapiens	-
KC844037	6	a	ZS221	China	-	2009	-	-	false	Homo sapiens	24012950
KC844038	6	a	ZS674	China	-	2011	-	-	false	Homo sapiens	24012950
KC844039	6	-	ZS96	China	-	2009	-	-	false	Homo sapiens	24012950
KC844040	6	-	ZS202	China	-	2009	-	-	false	Homo sapiens	24012950
KC878878	6	n	11jsczIDU071	China	Changzhou, Jiangsu	2011	-	-	false	Homo sapiens	-
KC878885	6	a	11jsnjGP032	China	Nanjing, Jiangsu	2011	-	-	false	Homo sapiens	-
KC878893	6	a	11jsnjIDU010	China	Nanjing, Jiangsu	2011	-	-	false	Homo sapiens	-
KC878895	6	a	11jsnjIDU021	China	Nanjing, Jiangsu	2011	-	-	false	Homo sapiens	-
KC878900	6	a	11jsnjIDU057	China	Nanjing, Jiangsu	2011	-	-	false	Homo sapiens	-
KC878923	6	n	11jswx095	China	Wuxi, Jiangsu	2011	-	-	false	Homo sapiens	-
KC878938	6	n	11jsczIDU071	China	Changzhou, Jiangsu	2011	-	-	false	Homo sapiens	-
KC878939	6	a	11jsczIDU170	China	Changzhou, Jiangsu	2011	-	-	false	Homo sapiens	-
KC878947	6	a	11jsnjGP032	China	Nanjing, Jiangsu	2011	-	-	false	Homo sapiens	-
KC878956	6	a	11jsnjIDU010	China	Nanjing, Jiangsu	2011	-	-	false	Homo sapiens	-
KC878983	6	n	11jswx095	China	Wuxi, Jiangsu	2011	-	-	false	Homo sapiens	-
KC879025	6	a	12jsntGP167	China	Nantong, Jiangsu	2012	-	-	false	Homo sapiens	-
KC879029	6	a	12jsntIDU139	China	Nantong, Jiangsu	2012	-	-	false	Homo sapiens	-
KF246093	6	a	ZSSY100_6a	United States	-	-	-	-	false	-	-
KF246095	6	a	ZSSY102_6a	United States	-	-	-	-	false	-	-
KF246103	6	a	ZSSY110_6a	United States	-	-	-	-	false	-	-
KF246109	6	a	ZSSY117_6a	United States	-	-	-	-	false	-	-
KF246115	6	a	ZSSY122_6a	United States	-	-	-	-	false	-	-
KF246116	6	a	ZSSY123_6a	United States	-	-	-	-	false	-	-
KF246118	6	a	ZSSY126_6a	United States	-	-	-	-	false	-	-
KF246137	6	a	ZSSY150_6a	United States	-	-	-	-	false	-	-
KF246140	6	a	ZSSY153_6a	United States	-	-	-	-	false	-	-
KF246145	6	a	ZSSY158_6a	United States	-	-	-	-	false	-	-
KF246151	6	a	ZSSY163_6a	United States	-	-	-	-	false	-	-
KF246170	6	a	ZSSY182_6a	United States	-	-	-	-	false	-	-
KF246174	6	a	ZSSY187_6a	United States	-	-	-	-	false	-	-
KF246177	6	a	ZSSY190_6a	United States	-	-	-	-	false	-	-
KF246182	6	a	ZSSY196_6a	United States	-	-	-	-	false	-	-
KF246184	6	a	ZSSY198_6a	United States	-	-	-	-	false	-	-
KF246192	6	a	ZSSY205_6a	United States	-	-	-	-	false	-	-
KF246195	6	a	ZSSY209_6a	United States	-	-	-	-	false	-	-
KF246204	6	a	ZSSY218_6a	United States	-	-	-	-	false	-	-
KF246205	6	a	ZSSY219_6a	United States	-	-	-	-	false	-	-
KF246207	6	a	ZSSY220_6a	United States	-	-	-	-	false	-	-
KF246208	6	a	ZSSY221_6a	United States	-	-	-	-	false	-	-
KF246213	6	a	ZSSY226_6a	United States	-	-	-	-	false	-	-
KF246226	6	a	ZSSY241_6a	United States	-	-	-	-	false	-	-
KF246228	6	a	ZSSY243_6a	United States	-	-	-	-	false	-	-
KF246240	6	a	ZSSY259_6a	United States	-	-	-	-	false	-	-
KF246248	6	a	ZSSY267_6a	United States	-	-	-	-	false	-	-
KF246249	6	a	ZSSY269_6a	United States	-	-	-	-	false	-	-
KF246258	6	a	ZSSY277_6a	United States	-	-	-	-	false	-	-
KF246260	6	a	ZSSY27_6a	United States	-	-	-	-	false	-	-
KF246264	6	a	ZSSY29_6a	United States	-	-	-	-	false	-	-
KF246273	6	a	ZSSY38_6a	United States	-	-	-	-	false	-	-
KF246276	6	a	ZSSY40_6a	United States	-	-	-	-	false	-	-
KF246279	6	a	ZSSY43_6a	United States	-	-	-	-	false	-	-
KF246286	6	a	ZSSY4_6a	United States	-	-	-	-	false	-	-
KF246303	6	a	ZSSY517_6a	United States	-	-	-	-	false	-	-
KF246309	6	a	ZSSY522_6a	United States	-	-	-	-	false	-	-
KF246313	6	a	ZSSY526_6a	United States	-	-	-	-	false	-	-
KF246318	6	a	ZSSY531_6a	United States	-	-	-	-	false	-	-
KF246319	6	a	ZSSY532_6a	United States	-	-	-	-	false	-	-
KF246330	6	a	ZSSY547_6a	United States	-	-	-	-	false	-	-
KF246331	6	a	ZSSY548_6a	United States	-	-	-	-	false	-	-
KF246341	6	a	ZSSY55_6a	United States	-	-	-	-	false	-	-
KF246342	6	a	ZSSY560_6a	United States	-	-	-	-	false	-	-
KF246344	6	a	ZSSY563_6a	United States	-	-	-	-	false	-	-
KF246345	6	a	ZSSY566_6a	United States	-	-	-	-	false	-	-
KF246350	6	a	ZSSY571_6a	United States	-	-	-	-	false	-	-
KF246353	6	a	ZSSY575_6a	United States	-	-	-	-	false	-	-
KF246359	6	a	ZSSY580_6a	United States	-	-	-	-	false	-	-
KF246364	6	a	ZSSY587_6a	United States	-	-	-	-	false	-	-
KF246367	6	a	ZSSY5_6a	United States	-	-	-	-	false	-	-
KF246368	6	a	ZSSY601_6a	United States	-	-	-	-	false	-	-
KF246372	6	a	ZSSY607_6a	United States	-	-	-	-	false	-	-
KF246378	6	a	ZSSY613_6a	United States	-	-	-	-	false	-	-
KF246397	6	a	ZSSY636_6a	United States	-	-	-	-	false	-	-
KF246401	6	a	ZSSY63_6a	United States	-	-	-	-	false	-	-
KF246412	6	a	ZSSY653_6a	United States	-	-	-	-	false	-	-
KF246417	6	a	ZSSY659_6a	United States	-	-	-	-	false	-	-
KF246422	6	a	ZSSY664_6a	United States	-	-	-	-	false	-	-
KF246433	6	a	ZSSY674_6a	United States	-	-	-	-	false	-	-
KF246434	6	a	ZSSY675_6a	United States	-	-	-	-	false	-	-
KF246436	6	a	ZSSY677_6a	United States	-	-	-	-	false	-	-
KF246446	6	a	ZSSY75_6a	United States	-	-	-	-	false	-	-
KF246449	6	a	ZSSY78_6a	United States	-	-	-	-	false	-	-
KF246459	6	a	ZSSY88_6a	United States	-	-	-	-	false	-	-
KF246461	6	a	ZSSY8_6a	United States	-	-	-	-	false	-	-
KF246469	6	a	ZSSY98_6a	United States	-	-	-	-	false	-	-
KF291978	6	a	09CNgx0035	China	-	2009	MAR	1	false	Homo sapiens	-
KF291981	6	a	09CNgx0277	China	-	2009	MAR	1	false	Homo sapiens	-
